metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,model,dataset
0.07770169961841875,0.31648752383809375,0.06468217781040803,0.03054743169165387,0.03054743169165387,hf_football,football1
0.267280560202196,0.21098866512617206,0.18402834784477434,0.06697303027684906,0.06697303027684906,hf_football,Nacional
0.860073268988742,0.8152456295076124,0.8407914144753665,0.5470051443149087,0.5470051443149087,finetune_football,football1
0.09707472695523377,0.2620359361725354,0.06416079534856203,0.029628800996306603,0.029628800996306603,finetune_football,Nacional
0.07874129581403463,0.7108281862692579,0.13705332544388263,0.06575846918075816,0.06575846918075816,hf_Nacional,football1
0.8495359987696838,0.7141119102682908,0.7799031609772745,0.377641665560672,0.377641665560672,hf_Nacional,Nacional
